,x,y,z,phi,theta,psi,v_cmd,idx
695,"[ 87.0197525   88.58514689  90.14637462  91.7035634   93.25681382
  94.80627892  96.35217378  97.89476576  99.43435888 100.97127609
 102.50584045 104.0383563  105.5690943  107.09829274 108.62619591
 110.15305939]","[-30.39978218 -30.07712362 -29.73597971 -29.37719277 -29.00188451
 -28.6113633  -28.20705175 -27.79042542 -27.3629587  -26.9260747
 -26.48109618 -26.02919583 -25.57134773 -25.10828944 -24.64051862
 -24.16838798]","[61.85061264 61.77715767 61.69867484 61.6186179  61.53778238 61.4563436
 61.37433194 61.29174645 61.20858444 61.12485342 61.04058461 60.95586418
 60.87093117 60.78650845 60.7046567  60.62866293]","[-0.19662494 -0.19163735 -0.18319207 -0.17206874 -0.15899105 -0.14462022
 -0.12955847 -0.11436211 -0.09956323 -0.08569514 -0.07330892 -0.06295122
 -0.05504642 -0.04960372 -0.04573193 -0.04137987]","[-0.04340986 -0.04835867 -0.04976087 -0.05034241 -0.05073842 -0.05109807
 -0.05145548 -0.05181625 -0.05217711 -0.05252863 -0.05285077 -0.05309523
 -0.05312054 -0.05246777 -0.04993388 -0.04517358]","[0.19722068 0.20927253 0.22089545 0.23189667 0.24213272 0.25150511
 0.25995577 0.26746301 0.27403875 0.27972732 0.28460577 0.28878419
 0.29240172 0.29561005 0.29853291 0.3012029 ]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999987 15.99999989 15.99999994 16.00000002 16.00000018 16.00000047
 16.00000095 16.00000171 16.00000274]",1
696,"[ 87.43965149  89.0051408   90.56647822  92.1237851   93.67715849
  95.22674841  96.77276702  98.31547886  99.85518541 101.39220743
 102.92686628 104.45946517 105.99027438 107.51953269 109.04748593
 110.57439177]","[-30.28002548 -29.95793835 -29.61737724 -29.25917566 -28.88444617
 -28.49448844 -28.09071716 -27.67460108 -27.24760892 -26.81115948
 -26.36657262 -25.9150197  -25.45747509 -24.99467828 -24.52713002
 -24.0551866 ]","[61.85287476 61.77893402 61.70010268 61.61972238 61.53856552 61.45680257
 61.37446281 61.29154495 61.20804614 61.12397386 61.03935949 60.95428983
 60.8690057  60.78423466 60.70204703 60.62574232]","[-0.19639171 -0.19149823 -0.18315009 -0.17212282 -0.15913661 -0.14484986
 -0.12986247 -0.11472882 -0.09997924 -0.08614533 -0.07377638 -0.06341752
 -0.05549272 -0.05001401 -0.04609911 -0.04171211]","[-0.04378781 -0.04859101 -0.04996516 -0.05054289 -0.05094011 -0.05130208
 -0.0516621  -0.05202561 -0.05238927 -0.05274358 -0.05306833 -0.0533148
 -0.05334048 -0.05268391 -0.05013834 -0.04535855]","[0.19686491 0.20890496 0.22052218 0.23152383 0.24176622 0.25115042
 0.25961779 0.26714594 0.27374598 0.27946134 0.28436812 0.28857529
 0.29222089 0.29545553 0.29840226 0.30109371]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999987 15.99999989 15.99999993 16.00000002 16.00000018 16.00000046
 16.00000095 16.0000017  16.00000273]",1
697,"[ 87.85978699  89.42539309  90.98686319  92.54431079  94.09782857
  95.64756295  97.19372273  98.73656935 100.27640149 101.81353759
 103.34829726 104.88098263 106.41186368 107.94117979 109.46917851
 110.99611965]","[-30.16029549 -29.83889539 -29.4990257  -29.14150945 -28.76744868
 -28.37813344 -27.97497002 -27.55942012 -27.13294692 -26.69696513
 -26.25279217 -25.80159859 -25.34435968 -24.88181744 -24.41447636
 -23.94269693]","[61.85493851 61.78048019 61.70129357 61.6205894  61.53911228 61.45702667
 61.37436045 61.29111191 61.20727801 61.1228662  61.03790803 60.95249098
 60.86685782 60.78174115 60.6992215  60.6226102 ]","[-0.19619902 -0.19142458 -0.18319327 -0.17227684 -0.15939248 -0.14519625
 -0.13028628 -0.11521558 -0.10051324 -0.08670963 -0.07435279 -0.06398678
 -0.05603567 -0.0505146  -0.04654999 -0.04212008]","[-0.04419853 -0.0488308  -0.05017059 -0.05074291 -0.05114092 -0.05150508
 -0.05186768 -0.05223391 -0.05260036 -0.05295745 -0.05328477 -0.05353318
 -0.053559   -0.0528981  -0.05033994 -0.04554094]","[0.19643398 0.20846561 0.22008192 0.23108986 0.24134522 0.25074837
 0.25923983 0.26679635 0.27342807 0.27917742 0.28411939 0.28836185
 0.29204165 0.29530836 0.2982843  0.30100211]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999987 15.99999989 15.99999993 16.00000002 16.00000017 16.00000046
 16.00000094 16.00000169 16.00000272]",1
698,"[ 88.28013611  89.84585578  91.4074527   92.96503359  94.5186873
  96.06855697  97.61484834  99.15781996 100.69776798 102.23500873
 103.76986019 105.30262353 106.83356847 108.36293502 109.89097241
 111.41794258]","[-30.04059982 -29.71986516 -29.38066001 -29.02379826 -28.65037278
 -28.26166515 -27.8590743  -27.44405571 -27.01806766 -26.58252135
 -26.13873207 -25.6878698  -25.23091081 -24.76859956 -24.30144411
 -23.82980892]","[61.85678482 61.78184489 61.70231013 61.62128263 61.53948423 61.45707452
 61.37408025 61.29049935 61.20632862 61.12157549 61.03627166 60.9505053
 60.86452116 60.77905691 60.69620328 60.61928356]","[-0.19607857 -0.19140705 -0.18327758 -0.17245838 -0.15966378 -0.14554762
 -0.13070627 -0.11569133 -0.10103064 -0.08725334 -0.07490619 -0.06453217
 -0.05655534 -0.05099366 -0.04698165 -0.04251066]","[-0.04457168 -0.04906268 -0.05037487 -0.05094337 -0.05134258 -0.05170905
 -0.05207428 -0.05244328 -0.05281256 -0.05317247 -0.0535024  -0.05375278
 -0.05377876 -0.05311353 -0.05054275 -0.04572442]","[0.19601455 0.20804184 0.21966032 0.23067673 0.2409464  0.25036913
 0.25888473 0.26646916 0.2731317  0.27891388 0.28388972 0.28816602
 0.29187858 0.29517596 0.29817987 0.30092292]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999987 15.99999989 15.99999993 16.00000002 16.00000017 16.00000045
 16.00000093 16.00000168 16.00000271]",1
699,"[ 89.11830139  90.68425471  92.24610749  93.80395674  95.35788439
  96.90802713  98.45458441  99.99780888 101.53799142 103.07544393
 104.61048104 106.14340183 107.67447541 109.203943   110.73205716
 112.25908407]","[-29.80251503 -29.48311239 -29.14524287 -28.78970014 -28.41755744
 -28.03007845 -27.62864645 -27.21470383 -26.78969843 -26.35503385
 -25.91202079 -25.46182772 -25.00543262 -24.5435847  -24.07679905
 -23.60544825]","[61.85971451 61.78396925 61.70377637 61.62211226 61.53967458 61.45661828
 61.37296905 61.28872441 61.20388092 61.11844595 61.03245161 60.94598749
 60.85930247 60.77314473 60.68962608 60.61209303]","[-0.19578204 -0.1913284  -0.1834139  -0.17279962 -0.16019406 -0.14624653
 -0.13154989 -0.11665295 -0.10208108 -0.08836095 -0.07603682 -0.06564954
 -0.05762314 -0.05198111 -0.04787379 -0.0433179 ]","[-0.0451568  -0.04948799 -0.05077368 -0.05134137 -0.05174466 -0.05211621
 -0.05248684 -0.05286144 -0.05323643 -0.053602   -0.05393716 -0.05419141
 -0.0542175  -0.05354304 -0.05094608 -0.04608931]","[0.19517578 0.20719124 0.21881166 0.22984329 0.24014053 0.24960192
 0.2581658  0.26580648 0.27253149 0.27838045 0.28342537 0.28777092
 0.29155069 0.29491123 0.29797285 0.30076806]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999987 15.99999989 15.99999993 16.00000001 16.00000017 16.00000044
 16.00000092 16.00000166 16.00000269]",1
700,"[ 89.53779602  91.10386083  92.66583238  94.22380527  95.77785894
  97.32812736  98.87480727 100.41814867 101.95844006 103.49599131
 105.03111554 106.56411086 108.09524611 109.62476311 111.15291604
 112.6799732 ]","[-29.6835041  -29.36472605 -29.02748092 -28.67255382 -28.30100969
 -27.91410457 -27.51321494 -27.09977742 -26.67523521 -26.24098848
 -25.79834581 -25.34847498 -24.89235477 -24.43073663 -23.96413896
 -23.49293803]","[61.86091614 61.78484512 61.70433792 61.62235535 61.53959417 61.45620971
 61.37222782 61.28764594 61.20246058 61.11667907 61.03033371 60.94351479
 60.85647315 60.76996203 60.68610346 60.60825624]","[-0.19568245 -0.19131554 -0.18348908 -0.17296065 -0.16043582 -0.14656152
 -0.13192868 -0.11708447 -0.10255281 -0.08885888 -0.07654537 -0.06615184
 -0.05810203 -0.05242202 -0.04827019 -0.04367658]","[-0.045369   -0.04968373 -0.0509713  -0.0515423  -0.05194859 -0.05232297
 -0.05269643 -0.05307392 -0.05345185 -0.05382033 -0.0541582  -0.05441451
 -0.05444084 -0.05376214 -0.05115267 -0.04627621]","[0.19478114 0.20679307 0.21841552 0.22945467 0.23976464 0.24924354
 0.25782914 0.26549508 0.27224813 0.2781271  0.28320309 0.28757979
 0.29138974 0.29477854 0.29786588 0.30068426]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999989 15.99999993 16.00000001 16.00000016 16.00000044
 16.00000091 16.00000165 16.00000267]",1
701,"[ 89.95755005  91.52371024  93.08578592  94.6438688   96.19803585
  97.74841848  99.29521074 100.83866007 102.37905258 103.91669611
 105.45190216 106.98496776 108.51616137 110.0457253  111.57391526
 113.1010015 ]","[-29.56452751 -29.24630275 -28.90961702 -28.55524723 -28.18425007
 -27.79787382 -27.39748789 -26.98452274 -26.56041649 -26.12656534
 -25.68427522 -25.23471266 -24.77885665 -24.31746033 -23.85104489
 -23.37998994]","[61.86206055 61.78563675 61.70480894 61.62250658 61.53942175 61.45570924
 61.37139478 61.28647575 61.20094855 61.11482052 61.02812415 60.94095048
 60.85355247 60.76668875 60.68249205 60.60433296]","[-0.19552458 -0.19123908 -0.18349768 -0.17305416 -0.16061088 -0.14681204
 -0.13224637 -0.11745917 -0.10297265 -0.08931032 -0.0770132  -0.06661932
 -0.05855193 -0.05283933 -0.0486472  -0.04401771]","[-0.04560882 -0.04988601 -0.05117036 -0.05174346 -0.05215248 -0.05252967
 -0.05290597 -0.05328637 -0.05366726 -0.05403866 -0.05437923 -0.05463753
 -0.05466393 -0.05398053 -0.05135776 -0.04646176]","[0.19443413 0.20643864 0.21805897 0.2291014  0.23941988 0.24891217
 0.25751557 0.26520309 0.27198082 0.27788677 0.28299114 0.28739666
 0.29123484 0.29465029 0.29776202 0.30060244]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999989 15.99999993 16.00000001 16.00000016 16.00000043
 16.0000009  16.00000164 16.00000266]",1
702,"[ 90.37756348  91.94380296  93.50596829  95.06414876  96.61841911
  98.16890825  99.71580761 101.25936199 102.79985501 104.33759227
 105.87288349 107.40602442 108.93728296 110.46690173 111.99513783
 113.52226343]","[-29.44561005 -29.12785916 -28.79166674 -28.43780105 -28.06730993
 -27.68143304 -27.28153179 -26.86902947 -26.44535801 -26.01190868
 -25.56998376 -25.12074761 -24.6651787  -24.20403119 -23.7378286
 -23.26695351]","[61.86304474 61.78627408 61.7051259  61.62250261 61.53909258 61.45505028
 61.37040143 61.28514335 61.19927236 61.11279579 61.02574635 60.93821583
 60.85045935 60.76324091 60.67870399 60.6002311 ]","[-0.19523503 -0.19103061 -0.18337711 -0.1730239  -0.1606695  -0.14695489
 -0.1324661  -0.11774608 -0.10331495 -0.08969416 -0.07742261 -0.06703645
 -0.0589581  -0.05321794 -0.04898926 -0.04432722]","[-0.04584202 -0.05008742 -0.05136995 -0.05194553 -0.05235743 -0.05273748
 -0.05311668 -0.05350003 -0.05388391 -0.05425826 -0.05460156 -0.05486189
 -0.05488835 -0.05420024 -0.05156412 -0.04664845]","[0.19414201 0.20613071 0.21774064 0.22877833 0.23909775 0.24859642
 0.25721119 0.26491452 0.2717118  0.27764024 0.28276911 0.28720011
 0.29106362 0.29450319 0.29763705 0.30049747]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999989 15.99999993 16.00000001 16.00000016 16.00000043
 16.00000089 16.00000163 16.00000265]",1
703,"[ 91.21826935  92.78463124  94.34693221  95.90526247  97.45969459
  99.01035383 100.55742727 102.1011551  103.64181645 105.17971283
 106.71515046 108.2484226  109.77979584 111.30951325 112.83783448
 114.36503513]","[-29.20794106 -28.89091939 -28.55550337 -28.20244693 -27.83278281
 -27.44773548 -27.04865169 -26.63694111 -26.2140236  -25.78128024
 -25.34000545 -24.89135837 -24.43631524 -23.97563101 -23.50983242
 -23.03930669]","[61.86455536 61.78726883 61.70552058 61.62226225 61.5382     61.45349394
 61.36817134 61.2822298  61.19566561 61.10848614 61.0207246  60.93247435
 60.84399493 60.75606152 60.67083964 60.59173539]","[-0.1946367  -0.19054689 -0.18303027 -0.17282707 -0.16062759 -0.14706567
 -0.13272115 -0.11813158 -0.10381212 -0.09027941 -0.07806753 -0.06770819
 -0.05962134 -0.05384043 -0.04955248 -0.04483685]","[-0.04612631 -0.05044745 -0.05176048 -0.05234963 -0.05276958 -0.05315607
 -0.05354136 -0.05393079 -0.0543208  -0.05470118 -0.05505001 -0.0553144
 -0.05534088 -0.05464293 -0.05197931 -0.04702407]","[0.19369739 0.20565172 0.21723535 0.22825591 0.23856789 0.24806879
 0.25669507 0.26441841 0.27124315 0.27720512 0.282372   0.28684359
 0.29074818 0.29422728 0.29739755 0.30029091]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999989 15.99999993 16.00000001 16.00000015 16.00000042
 16.00000088 16.00000161 16.00000263]",1
704,"[ 91.6389389   93.20537547  94.76775996  96.3261826   97.88071453
  99.43147881 100.97865996 102.52249555 104.06326215 105.60125897
 107.13679029 108.670148   110.20159801 111.73138364 113.25976596
 114.78702245]","[-29.08919144 -28.77260411 -28.43765179 -28.08507942 -27.71591053
 -27.33136056 -26.9327677  -26.52153384 -26.09907202 -25.66675767
 -25.22588094 -24.77759829 -24.32288498 -23.86249671 -23.39696238
 -22.926672  ]","[61.86515427 61.78760089 61.70554768 61.62196771 61.53757535 61.45253339
 61.36686986 61.28058248 61.19366752 61.10613237 61.01801047 60.92939595
 60.84055056 60.75225502 60.66668577 60.58726108]","[-0.19425727 -0.19024491 -0.18281521 -0.17270363 -0.16059623 -0.1471232
 -0.13286126 -0.11834524 -0.10408776 -0.09060294 -0.07842227 -0.06807506
 -0.05998006 -0.05417298 -0.04984977 -0.04510584]","[-0.04627615 -0.050631   -0.0519584  -0.05255419 -0.05297816 -0.0533679
 -0.05375626 -0.05414877 -0.05454188 -0.05492532 -0.05527697 -0.05554344
 -0.05557001 -0.05486724 -0.05219005 -0.04721472]","[0.19343298 0.20536567 0.21693292 0.22794282 0.23824996 0.24775173
 0.25638423 0.26411863 0.27095858 0.27693912 0.28212696 0.28662079
 0.29054772 0.29404806 0.29723767 0.30014842]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999989 15.99999993 16.         16.00000015 16.00000041
 16.00000087 16.0000016  16.00000262]",1
705,"[ 92.05982208  93.62631612  95.18876549  96.74726158  98.30187464
  99.85272592 101.39999769 102.94392513 104.48478241 106.02286651
 107.55847985 109.09191287 110.62343077 112.15327703 113.68171396
 115.20902082]","[-28.97051048 -28.6542667  -28.31969083 -27.96751984 -27.59876893
 -27.21464509 -26.81647833 -26.40566291 -25.98360501 -25.55167426
 -25.11115622 -24.66320422 -24.20879202 -23.74867549 -23.28338505
 -22.81331295]","[61.86586761 61.78807369 61.70572018 61.62181771 61.53709287 61.45171217
 61.36570466 61.27906827 61.19179928 61.10390512 61.01541944 60.92643723
 60.83722248 60.74856164 60.66264239 60.58289504]","[-0.19386157 -0.18991135 -0.18255629 -0.17252688 -0.16050477 -0.14711623
 -0.1329346  -0.11849175 -0.10429755 -0.0908634  -0.07871807 -0.0683883
 -0.06029141 -0.05446479 -0.05011224 -0.04534334]","[-0.04639846 -0.05080881 -0.05215612 -0.05276002 -0.05318844 -0.05358159
 -0.05397311 -0.05436876 -0.05476503 -0.05515157 -0.05550607 -0.05577463
 -0.05580122 -0.05509343 -0.05240224 -0.04740669]","[0.19322707 0.20513658 0.21668507 0.22768122 0.23797995 0.24747867
 0.25611328 0.26385457 0.27070561 0.27670073 0.28190577 0.28641838
 0.29036453 0.29388341 0.29709005 0.30001614]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999988 15.99999993 16.         16.00000015 16.00000041
 16.00000087 16.00000159 16.00000261]",1
706,"[ 92.480896    94.04743981  95.60994365  97.16850226  98.72318581
 100.27411409 101.82146737 103.36547855 104.9064195  106.44458506
 107.98027577 109.51378064 111.04536407 112.57526965 114.1037609
 115.63111876]","[-28.85190201 -28.53594596 -28.2016943  -27.84987644 -27.48149966
 -27.09776285 -26.69998804 -26.28956186 -25.86788362 -25.43631696
 -24.99614262 -24.54851052 -24.0943926  -23.63454453 -23.16949792
 -22.69964693]","[61.86648941 61.78852958 61.70589283 61.62167038 61.5366118  61.45089005
 61.36453592 61.27754773 61.18992182 61.10166566 61.01281319 60.9234602
 60.83387302 60.74484388 60.65857184 60.57849934]","[-0.1934464  -0.1895482  -0.18225978 -0.1723066  -0.16036567 -0.14705917
 -0.13295686 -0.11858742 -0.10445776 -0.09107641 -0.0789692  -0.06866015
 -0.06056489 -0.05472231 -0.05034378 -0.04555285]","[-0.0464445  -0.05096851 -0.05235035 -0.05296612 -0.05340002 -0.05379688
 -0.05419168 -0.05459054 -0.05499001 -0.0553797  -0.05573709 -0.05600776
 -0.05603436 -0.05532146 -0.05261607 -0.04760014]","[0.19305707 0.20494185 0.21646943 0.22744927 0.23773671 0.24722932
 0.25586288 0.26360788 0.27046689 0.27647359 0.28169298 0.28622172
 0.29018466 0.29371987 0.29694152 0.29988116]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999988 15.99999992 16.         16.00000014 16.00000041
 16.00000086 16.00000158 16.0000026 ]",1
707,"[ 93.32099152  94.88758206  96.45014731  98.00878683  99.56357057
 101.11461581 102.66209914 104.20624917 105.74733328 107.28564193
 108.82147173 110.3551086  111.88681503 113.41683442 114.94543241
 116.47289299]","[-28.61587143 -28.30025682 -27.96643989 -27.6151365  -27.24733859
 -26.86422869 -26.46711214 -26.05735937 -25.63635458 -25.20544794
 -24.76590895 -24.31887901 -23.86532467 -23.40599956 -22.94143609
 -22.47203102]","[61.86763382 61.78923099 61.70599891 61.62112736 61.53539678 61.44898937
 61.36193849 61.27424307 61.18589952 61.09691544 61.00732528 60.91722659
 60.82689048 60.73712103 60.65014047 60.56941534]","[-0.19242801 -0.18861451 -0.18144748 -0.17164138 -0.15986306 -0.14672561
 -0.13279074 -0.11857996 -0.10459359 -0.09133374 -0.07931982 -0.06906977
 -0.06099525 -0.05513704 -0.05072013 -0.04589338]","[-0.04664879 -0.05131624 -0.05274697 -0.05338169 -0.05382548 -0.05422962
 -0.05463104 -0.05503643 -0.05544242 -0.0558385  -0.05620174 -0.05647664
 -0.05650314 -0.05577969 -0.05304528 -0.04798844]","[0.19287333 0.20469608 0.21616831 0.22710149 0.2373522  0.24681864
 0.25543667 0.26317634 0.27003942 0.27605834 0.28129655 0.28584875
 0.28983757 0.29339876 0.29664471 0.29960636]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999988 15.99999992 16.         16.00000014 16.0000004
 16.00000084 16.00000156 16.00000258]",1
708,"[ 93.74143219  95.30803625  96.87062457  98.42929708  99.98412342
 101.53521992 103.08276171 104.62697565 106.16812721 107.70650495
 109.24240375 110.77610814 112.30787981 113.83796218 115.36662201
 116.89414484]","[-28.49791336 -28.18244631 -27.8488187  -27.49774256 -27.13020444
 -26.74738049 -26.35056921 -25.9411341  -25.52045264 -25.08986897
 -24.65064743 -24.20392548 -23.75066723 -23.29162545 -22.82733298
 -22.35818769]","[61.86811447 61.78938748 61.70582945 61.6206235  61.53455163 61.44779719
 61.36039394 61.27234088 61.18363439 61.09428211 61.00431878 60.91384279
 60.82312763 60.73298328 60.64564346 60.56458711]","[-0.19198934 -0.18819042 -0.18105935 -0.17130522 -0.15958984 -0.14652166
 -0.13265818 -0.11851708 -0.10459505 -0.09139059 -0.07941948 -0.06919619
 -0.06113004 -0.05526299 -0.05082825 -0.04599121]","[-0.04685347 -0.05151731 -0.05295381 -0.05359337 -0.05404096 -0.0544485
 -0.05485322 -0.05526192 -0.05567124 -0.05607058 -0.05643681 -0.05671391
 -0.05674044 -0.05601184 -0.05326311 -0.04818551]","[0.19279493 0.20459026 0.21603674 0.22694704 0.23717858 0.24663008
 0.25523763 0.26297124 0.26983244 0.2758532  0.28109626 0.28565545
 0.28965231 0.29322151 0.29647466 0.29944263]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999988 15.99999992 16.         16.00000014 16.00000039
 16.00000084 16.00000155 16.00000257]",1
709,"[ 94.16210938  95.72871558  97.29131872  98.85001682 100.40487855
 101.95601908 103.503612   105.04788236 106.58909366 108.12753251
 109.663492   111.1972552  112.72908289 114.25921843 115.7879296
 117.31550344]","[-28.3800087  -28.06465568 -27.73118557 -27.38030648 -27.01299932
 -26.6304335  -26.23390032 -25.82475598 -25.40437101 -24.97408319
 -24.53515141 -24.08870889 -23.63571694 -23.17692706 -22.71287219
 -22.2439511 ]","[61.86882019 61.78967828 61.70576865 61.62021907 61.53380084 61.4466953
 61.35893581 61.27052123 61.18144787 61.09172338 61.00138277 60.91052532
 60.8194269  60.7289035  60.64120044 60.55980921]","[-0.19152391 -0.18774423 -0.18065356 -0.1709556  -0.15930705 -0.14631172
 -0.13252295 -0.11845461 -0.10459989 -0.09145386 -0.0795288  -0.06933593
 -0.06128228 -0.05541054 -0.0509606  -0.04611097]","[-0.04714838 -0.05174284 -0.05316856 -0.05380875 -0.05425911 -0.05466982
 -0.05507782 -0.05548986 -0.05590255 -0.05630521 -0.05667448 -0.05695381
 -0.05698038 -0.05624657 -0.05348335 -0.04838476]","[0.1927393  0.20450565 0.21592513 0.22681156 0.23702322 0.24645929
 0.25505608 0.26278357 0.26964302 0.27566592 0.28091433 0.28548121
 0.28948706 0.29306549 0.29632723 0.29930294]","[15.99999984 15.99999984 15.99999984 15.99999984 15.99999985 15.99999985
 15.99999986 15.99999988 15.99999992 16.         16.00000013 16.00000039
 16.00000083 16.00000154 16.00000256]",1
